Actions,Level,Digital actions,Industry,Sources,Links,Additional Notes,Action detail,SDGs,Individual/Organization,id,related_industry_org,Related Industry (org only),Column11
Young Climate Activists to Watch,1,0,,,"https://trello.com/c/2mICtdk7/109-young-climate-activists-to-watch
https://twitter.com/SDGaction/status/1458343949232390154
https://www.facebook.com/SDGaction/posts/10158943126937496
https://www.instagram.com/p/CWFpItRv47J",Wan,"Get inspired by action-driven messages from climate activists around the world!

Tag a climate activist that inspires you, and sharing the information to social media.",13,0,3293,,,
Climate Facts,1,0,,,"https://www.instagram.com/p/CVfCxFcvsp4/
https://www.fb.com/SDGaction/posts/10158910916487496",Wan,".#ClimateChange affects global temperature, nature & biodiversity, finance, economy, energy, & indigenous communities.
This action encourage people to share the information to social media about Climate changes.",13,0,3294,,,
Climate Quiz,1,1,,,https://trello.com/c/7FwiuoC5/10-climate-quiz,Wan,"There are some interesting quizzes about Climate change which can provide some knowledge to people.
This action encourage people to share the information to social media about Climate changes.",13,0,3295,,,
Climate Promo Video,1,1,,,"https://act4sdgs.org/turningpointdialogues
https://twitter.com/SDGaction/status/1457618961139478529?s=20
https://fb.watch/9crEk3PmoX/",Wan,"This #COP26, it’s time to bring in all voices.

Hear from climate activists Okalani Mariner, Mitzi Jonelle Tan, Adriana Calderon, and Esther Maina at the frontlines of the climate crisis around the world and how they #TurnItAround for #ClimateAction",13,0,3296,,,
Create your own Turning Point Dialogues +,1,0,,,https://act4sdgs.org/turningpointdialogues/plus/,Wan,Partners from across the globe have been convening their own Turning Point Dialogues as part of a spin off series for the Global Week to #Act4SDGs! Head to Turning Point Dialogues + for more bold ideas & as we drive transformative action to #TurnItAround," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",0,3297,,,
Millions of Actions,3,1,,,"https://trello.com/c/NRY8lZwI/113-millions-of-actions
https://trello.com/c/NRY8lZwI/113-millions-of-actions",Wan,"Every day, millions of people are playing their part to tackle the climate emergency, inequalities & live more sustainable lives.
This action encourage people to share the information to social media."," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",0,3298,,,
SHOW YOUR SUSTAINABLE JOURNEY,1,1,,,https://trello.com/c/OemTRBzK/91-show-your-sustainable-journey-turnitaround-challenge,Wan,"Our choices matter. What is your #SDGs action? Show your sustainable journey & post 2 photos or a video showing how you did something before - & how you do it better now!
Log your action to join the Global Week to #Act4SDGs 🔗act4sdgs.org & tag @SDGAction #TurnItAround
......................................

Many of us are becoming more aware that individual actions can make a big difference! Our choices matter? How do you #TurnItAround for climate? Post 2⃣ photos or a video showing your action.

Log your #SDGs action to join the Global Week to #Act4SDGs 🔗act4sdgs.org & tag @SDGAct"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",0,3299,,,
Global Map,1,1,,,https://act4sdgs.org/globalmap2020/,Wan,"Calling organizations & individuals everywhere 🌎 to take action for the #SDGs!

Join us, register and log your action/s on the global heat map! "," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",0,3300,,,
A Tree for Life Campaign: Planting 1 MILLION Trees in Sri Lanka,3,0,,,"Partner Page:https://act4sdgs.org/the-road-to-rights/
Website: http://www.roadtorights.org/
Facebook: https://www.facebook.com/TheRoadToRights
Instagram: @theroad2rights
Twitter: @road2rights",Wan,"Based in Sri Lanka, Road to Rights has launched 'A Tree for Life'🌿 campaign. During the Global Week to #Act4SDGs they aim to plant 1 MILLION trees🌴🌱to protect our environment! Additionally, they are working with communities minimize plastic use and create a sustainable future for us all. What types of actions are YOU taking during the Global Week to #Act4SDGs?"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",0,3301,,,
Durga from Kathmandu is Donating her Hair to a Wig Program for Cancer Patients,3,0,,,"Act for SDGs Profile Page: https://www.act4sdgs.org/profile/Nothing_
Facebook: https://www.facebook.com/Durgamayarai.99
YouTube: https://www.youtube.com/watch?v=2haTU0SKLD8&t=47s",Wan,"Durga Maya Rai, and individual from Kathmandu, knows that “giving is not just about making a donation, it is about making a difference”. That’s why she has committed to cutting her hair to donate to a wig program💇🏽‍♀️ for cancer patients during the Global Week to #Act4SDGs.","3, 10",0,3302,,,
The Stand To End Rape Initiative: Providing Primary Health Training for First Responders to Survivors of Sexual Violence in Nigeria,3,0,,,"Act for SDGs Profile Page: https://www.act4sdgs.org/profile/StandToEndRape
Website: https://standtoendrape.org/
Facebook: https://www.facebook.com/StandtoEndRape/?_rdc=1&_rdr
Instagram: @standtoendrape
Linkedin: https://www.linkedin.com/in/stand-to-end-rape-initiative-474938146/
YouTube: https://www.youtube.com/user/STERInitiative
Twitter: @StandtoEndRape",Wan,"The @StandToEndRape Initiative, a 2020 @SDGawards winner🏆, is engaging in a primary health care project which focuses on capacity building for first responders to survivors of sexual violence. Additionally, this initiative is creating awareness about workplace sexual harassment and has submitted a brief to policy makers⚖️📜 in Lagos State, Nigeria. Other activities carried out during the Global Week to #Act4SDGs include radio shows, social media campaigns and a guest blog posts to educate the public on how to address workplace sexual harassment and implement prevention mechanisms.","3, 4, 5, 10, 11",0,3303,,,
Mobile Film Festival: Making Peace with Nature to #Act4SDGs,5,1,,,"YouTube: https://www.youtube.com/playlist?list=PLmmHH91d-hbtowvivg2kv7kGadZuunwQl
Website:https://www.mobilefilmfestival.com/en/
Facebook:https://www.facebook.com/MobileFilmFestival
Instagram: @mobilefilmfest
Linkedin: https://www.linkedin.com/company/425466/admin/
Twitter: @MobileFilmFest",Wan,"The Mobile Film Festival is a unique short film festival based on 1 Mobile 📱, 1 Minute🕒, 1 Film🎥. This initiative is committed to supporting the #SDGs with themes including human rights and women’s empowerment. In alignment with the Global Week to #Act4SDGs, Making Peace with Nature✌🏿🌷 is the theme of this year’s edition. The call for submissions is open until 12 October, so don’t miss out! How do YOU #Act4SDGs?","6, 7, 9, 13, 14, 15",1,3304,Information media and telecommunications,,
"Almajiri Child Rights Initiative: Providing Support for Children in Kaduna State, Nigeria",5,0,,,"Act for SDGs Profile Page: https://www.act4sdgs.org/profile/AlmajiriChildRights
Website: https://www.almajirichildrights.org/
Facebook: https://www.facebook.com/Almajirichildrightinitiative/
Instagram: @almajirichild
Twitter: @AlmajiriLife
YouTube: https://youtu.be/kb1w-ZGEf0w",Wan,"During the Global Week to #Act4SDGs, The Almajiri Child Rights Initiative, a previous @SDGawards finalist, is launching their #SendAlmajiriToClass campaign to provide educational support📚and medical care⚕️to hundreds of children in Kaduna State, Nigeria.","3, 4",1,3305,"Education and training, Health care and social assistance",,
Home Composting to Reduce Food Waste in China,5,0,,,"Act for SDGs Profile Page: https://www.act4sdgs.org/profile/wastelessfeedbetter
Website: https://www.wastelessfeedbetter.org/
Facebook: https://www.facebook.com/wastelessfeedbetter / @wastelessfeedbetter
IG: @wastelessfeedbetter",Wan,"Home Composting to Reduce Food Waste

To recognize the Global Week to #Act4SDGs, @wastelessfeedbetter is encouraging people to practice home composting♻️🌱 to reduce #foodwastage. This youth-led organization in China is striving to bring behavioural changes to the masses through their initiatives.",2,1,3306,Accommodation and food services,,
2030 Agenda: A Curriculum for Social Justice,5,0,,,"Act for SDGs Profile Page: https://www.act4sdgs.org/profile/2030SDGs_StAugustine
Website: https://www.staugustineschool.com/
Twitter: http://twitter.com/saxontweet

Tweet: @saxontweet is a school in the USA tha",Wan,"In Culver City, USA, St. Augustine School is creating an immersive curriculum📖 based on the 2030 Agenda for Sustainable Development. The curriculum promotes year-round learning and facilitates social justice⚖️actions led by students, educators, parents and community members.","10, 16",1,3307,Education and training,,
No More Disposable Cups for Students in Macao,5,0,,,"Act for SDGs Profile Page: https://www.act4sdgs.org/profile/TISMacaoSDGactions
Website: https://tis.edu.mo/about
Facebook: https://www.facebook.com/TISMacao/
Instagram: @tismacao
Twitter: @TISMacao
LinkedIn: https://www.linkedin.com/company/the-international-school-of-macao",Wan,"Individuals at the International School of Macao (@TISMacao) have made a pledged for the Global Week to #Act4SDGs to stop using disposable cups☕. Such simple, yet meaningful, actions create a butterfly effect 🦋of positive personal behaviour change, bringing us closer to achieving #SDG12, Responsible Production and Consumption.",12,1,3308,Manufacturing,,
